"selection1_name","selection1_selection2","selection1_selection3"
"age 10+","Roblox is a game were you create games and play games. It is really enjoyable to create games and play the games. Children will learn some positive messages in some games like not to get over confident, but that’s not the point here. The point is that you have to be mature enough to play the game. It is one app with many games on it. In some games there are some stabbing/killing and very mild blood but it’s all cartoonish so nothing gets to over the top. In games like piggy and the mimic chapter lll there are some monsters/jump scares. By the way, if you’re kids are mature enough they won’t log in to the game (if you scroll down you can see what genre the game is. Ex: Horror.) As for language there’s mild name calling (« Stupid » « ass ») but no real swear words because ROBLOX blocks it. If anything pops up that’s not blocked children/adults can report that person and Roblox will take care of that. As for sexy stuff some games include sex/love but if you’re children are mature they won’t log in.
There’s tons of consumerism as in each game you log in there’s a box that pops up to buy robux. Robux is when you give real money to Roblox and you can get T-shirts for your profile or buy anything in the game. Also, Parents note that Roblox includes a lot of privacy and safety. When you first open the app it will ask you for a username (don’t use your real name) and your date of birth (don’t use your real one). Then it will ask you for a password (the password must not be similar to username) and then gender (which is optional).
In some games children may be send friend requests, but they shouldn’t accept them if they don’t know the person. They can easily get hacked.
If you forget about the negatives Roblox is a very fun and creative game to play with friends or with family.","Adult"
"age 2+","Roblox only cares about money. When I tried requesting for a refund because I decided that I didn't want the Robux that I just bought, my account immediately got banned.","Adult"
"age 18+","I HAVE A 10 YEAR OLD SON AND WHEN HE CREATED HIS ACCOUNT HE DIED AND THEN MY 6 YEAR OLD DAUGHTER GOT CANCER OMG OMG OMG OMG OMG OMG OMG
Actually Roblox is a great game and if you disagree u can hate on me Facebook moms I bet u spend more time on facebook than ur kid does on roblox.","Adult"
"age 18+","My child was playing this for a while and 1 year later what did I see, her avatar as a softie! This is not good she is all softie now and she learnt from Roblox
She's a psycho don't dowload","Adult"
"age 18+","Thought it was a great idea to introduce my 8 year old son to a platform that seemed child oriented and allowed free use of game creation software. They had characters on the studio that were pornographic in nature. My child's Roblox account was then deleted because of the images found on their platform. All in all they exposed my child to unwanted images (Character with fully modeled penis) then closed his account (all purchases lost) as if the child was responsible for the image/model. Use extreme caution with Roblox. Do not allow children to use roblox studio. Do not spend robux as they can close accounts for almost any reason per their service agreement and do not consider appeals.","Adult"
"age 18+","THIS GAME GAVE MY SON A GLOCK IN A GAME CALLED 'ANTON FORCES' HOW? MY COUSIN TWICE REMOVED FOUND STUFF CALL 'ADOPT ME' AND ASK ME FOR $281 SO I GAVE HER IT AND NEXT WEEK SHE ASKED FOR IT AGAIN!!!! THE WORSE IS A GAME WHERE YOU CAN SUMMON JESUS AND HAVE A DATE WITH HIM!!!! BE AWARE","Adult"
"age 11+","You can make anything in this game, which leaves space for some things. Even if the game gets taken down, people could still see it.","Adult"
"age 9+","NOT THAT BAD","Adult"
"age 5+","My 5 year old loves this game. We are pretty involved in everything she does so she is never sitting there alone playing. There are games with guns that we don’t play because we don’t want our daughter to think of guns as fun. There are games that are scary and there are games that are super fun and lighthearted. You can block any games that may seem inappropriate and you can turn the chat off as well. We love playing obbys together and the survive the killer game. It is spooky but it’s fun and lighthearted to us so we love it. We enjoy Roblox and play it together as a family. Just be involved with your kids while they are doing anything on the internet. Have fun with them.","Adult"
"age 13+","My twins are 10. They started off having a lot of fun playing simple innocent games on roblox. But this week, they ventured into some roblox games, which really traumatized them. Those games had cute characters and titles, so no one expected them to be scary. We missed scrolling down and seeing the scary label too. Half way into a seemingly kids friendly game, my boy had a kidnapper grab him and killed him. Before that, he spent a lot of time hiding in different places from the kidnapper. He started sobbing hysterically after he was killed in the game. It was as though he was living through a real kidnapping. He told me that he ran and hid, but there was no escape . Today, their friends who played roblox came over . They talked abt roblox and mentioned a game and spoke about devil, demon, hell, after hell etc. I realized there is a satanic element in some of the games. My daughter was crying before bed time tonight and it’s her turn to be traumatized by a roblox game. She said she was fearful of a roblox character. I prayed with her and she agreed to quit roblox. We still have robux, but it’s more important to care for their mental health. It started off as good simple fun. But it is Im possible to restrict the kids to that one game. Danger lurks when they start playing that next game. It’s a game for older kids.","Adult"
